fish_table_id,anem_table_id,fish_obs_time,fish_spp,size,color,sex,fin_id,sample_id,tag_id,recap,fish_collector,fish_correction,fish_corr_date,fish_corr_editor,fish_corr_message,fish_notes
2022,11471,10:28:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,2823,NA,APFR,6,NA,NA,NA,NA,NA,NA,JAH,NA,NA,NA,NA,NA
2025,11470,10:29:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,4876,NA,APFR,9,NA,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2027,11054,14:33:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2028,11144,15:03:00,APCL,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2029,11470,10:29:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2030,3286,NA,APCL,2,NA,NA,NA,NA,NA,NA,JAH,NA,NA,NA,NA,NA
2032,7104,NA,APPE,9,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2034,10825,8:58:00,APCL,9,YP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2039,4898,NA,APFR,3,NA,NA,NA,NA,NA,NA,JAH,NA,NA,NA,NA,NA
2045,2656,NA,APCL,5,NA,NA,NA,NA,NA,NA,JAH,NA,NA,NA,NA,NA
2048,11165,11:38:00,APPE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2050,6702,NA,APPE,2.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2053,11359,11:52:00,APCL,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2055,7035,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,There is another anemone in a different spot with a 419 tag
2056,10853,14:19:00,APCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MRS, 4 APCL"
2057,11108,12:23:00,APCL,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2058,7074,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2059,11322,11:21:00,APCL,1.5,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2064,10968,10:51:00,APCL,2,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2066,6689,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2070,11430,10:06:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2072,11420,10:37:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2073,4994,NA,APPE,4,NA,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2075,11152,10:41:00,APPE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2077,11415,11:11:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2078,11414,11:22:00,APCL,2,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2079,5014,NA,APCL,7,YP,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2080,10769,15:13:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2082,10735,14:46:00,APCL,5,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2083,7063,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2084,11408,11:49:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2085,11315,13:53:00,APCL,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2086,5284,NA,APPE,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2088,11404,13:47:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aggressive fish
2090,11403,13:52:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2092,11403,13:52:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2095,5825,NA,APCL,5,YR,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2097,10942,10:16:00,APCL,8,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caught these fish later
2098,11156,15:08:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2099,1458,NA,APFR,11,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,NA
2100,6585,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2101,6049,NA,APCL,7,YR,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2102,10761,10:54:00,APCL,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2103,11388,14:34:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2105,11388,14:34:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2106,6193,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2107,11388,14:34:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2112,10664,15:20:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2114,11387,14:35:00,APPE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2115,6197,NA,APPE,3,NA,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2116,11290,11:52:00,APCL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2117,11244,11:11:00,APCL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2118,11066,10:45:00,APCL,1.5,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2119,10795,14:15:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"might be 648, not 645, check map (neither at the right site), anem id guessed based on location"
2120,4720,NA,APCL,11,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2122,7050,NA,APFR,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2123,6580,NA,APCL,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,couldn't catch the fish
2124,6201,NA,APCL,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2125,7050,NA,APFR,10,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2126,7047,NA,APPE,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2129,10811,13:22:00,APCL,1,BW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag already scaped off (duplicate observation as 13:04 on GPS 4)
2131,11375,10:27:00,APCL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2132,10620,11:24:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2133,3417,NA,APCL,6,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,SAME APCL SWAM TO ANEM 919
2134,7048,NA,APPE,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2135,7045,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2136,3172,NA,APPE,4,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,NA
2138,10784,14:32:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2139,11396,11:24:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2141,11094,14:58:00,APCL,3,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2142,11432,10:45:00,APCL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2144,6229,NA,APPE,4,NA,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2146,7045,NA,APPE,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2147,10689,14:51:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2148,10942,10:32:00,APCL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2149,6234,NA,APPE,2,NA,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2150,10608,10:57:00,APCL,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2151,10554,12:40:00,APCL,2,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2154,6457,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2155,11370,11:05:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2156,10811,13:04:00,APPE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2157,10660,15:40:00,APPE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,small fish laying at 2662
2158,6248,NA,APFR,4,NA,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2160,11361,11:45:00,APCL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2161,2752,NA,APSA,3,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,NA
2163,7038,NA,APCL,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2165,3274,NA,APCL,3,Y,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2171,120,NA,APPE,3,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,NA
2172,11132,13:17:00,APCL,5,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2173,10663,15:13:00,APPE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2176,6347,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2177,2819,NA,APFR,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2178,7036,NA,APPE,4,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2182,11348,14:36:00,APCL,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2183,11348,14:36:00,APCL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2184,2918,NA,APCL,3,W,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2185,10917,15:56:00,APCL,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MADO in a cave
2186,7032,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2187,11101,13:12:00,APCL,2,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2188,2985,NA,APCL,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2189,7031,NA,APCL,8,YP,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2190,10787,14:49:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2192,6284,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2193,10970,10:44:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2195,10823,14:28:00,APPE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2197,3008,NA,APPE,5,NA,NA,NA,NA,NA,NA,JAH,NA,NA,NA,NA,NA
2198,7031,NA,APCL,2.5,B,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2199,7029,NA,APPE,9,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2200,11265,10:46:00,APPE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201,10507,14:32:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,changed anem_id from 886 to 636 based on site error
2202,3198,NA,APCL,4,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,NA
2203,11327,15:50:00,APCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some APCL - non caught, on rocky substrate"
2204,3138,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2208,7029,NA,APPE,4,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2209,7028,NA,APCL,8,YP,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2211,7988,NA,APFR,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2212,10655,12:42:00,APCL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2213,11321,11:29:00,APCL,5,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2215,3192,NA,APPE,6,NA,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2218,7028,NA,APCL,2.5,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2220,10654,13:00:00,APCL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2221,10803,13:44:00,APPE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2223,3215,NA,APPE,4,NA,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2224,7027,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2226,11449,13:59:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2227,11310,14:02:00,APCL,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,escaped so no fin clip
2230,10705,12:23:00,APCL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2233,11256,15:12:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michelle (GPS 4) might have seen and scraped off tag at 15:20, guessing anem_id based on Allison's description of when she recorded this info (she was swimming away)"
2234,7020,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2235,11042,11:29:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2236,10663,15:13:00,APCL,2.5,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2237,4686,NA,APCL,5,YR,NA,NA,NA,NA,NA,JAH,NA,NA,NA,NA,NA
2238,10826,14:23:00,APPE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2239,7021,NA,APPE,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2241,2992,NA,APOC,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,EGGS UNDER ANEMONE
2244,11313,14:34:00,APCL,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"anem species not written down, previous so default to obs in past years if conflicts, large APCL hiding so Gerry couldn't catch"
2245,11308,14:20:00,APCL,6,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not caught
2251,10744,14:00:00,APCL,2,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2252,1447,NA,APCL,1.5,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,melanistic. sizes measured with grid paper and converted later to cm
2253,11183,11:04:00,APCL,2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2254,3947,NA,APCL,5,YR,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,NA
2255,7011,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2256,4124,NA,APPE,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2261,10732,10:02:00,APCL,2,BW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anem id guessed based on location
2262,11425,13:41:00,APCL,2,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2264,4134,NA,APPE,3,NA,NA,NA,NA,NA,NA,PHF,NA,NA,NA,NA,ONLY ONE ANEM TAG
2265,7008,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"Pit scanner says 410949 was misread by Michelle and is actually 400989, next scan is 407421"
2266,4103,NA,APCL,9,YP,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,NA
2267,10625,10:06:00,APCL,1.5,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2270,11049,14:07:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2271,4252,NA,APPE,3,NA,NA,NA,NA,NA,NA,G_S,NA,NA,NA,NA,NA
2272,7007,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2273,7006,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2274,10620,11:29:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2275,10765,10:13:00,APCL,2,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2277,7003,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2279,11396,11:29:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2280,7003,NA,APPE,9,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2282,11137,9:45:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2284,10701,10:56:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2286,4439,NA,APCL,9,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2289,10986,14:40:00,APCL,8,YP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2291,11108,12:23:00,APCL,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2293,117,NA,APPE,3,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,NA
2294,11262,10:23:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2295,6999,NA,APCL,8,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2296,10825,8:58:00,APCL,8,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2297,6765,NA,APCL,3,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2301,10662,9:20:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00X63?, anem_id guessed based on location and number hint"
2307,10795,14:15:00,APPE,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"might be 648, not 645, check map (neither at the right site), anem id guessed based on location"
2312,10604,9:45:00,APCL,2.5,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2313,3166,NA,APPE,4,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2314,6761,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2318,11447,14:08:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2319,11250,10:46:00,APCL,2,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uncaught
2320,6993,NA,APFR,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2323,6992,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2324,6992,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2326,11237,11:30:00,APCL,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2327,6988,NA,APPE,9,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2328,11166,14:49:00,APCL,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JJO, uncaught"
2329,6989,NA,APPE,9,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2330,11221,12:23:00,APCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"big, hiding"
2332,10593,13:36:00,APCL,2,BW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2333,11256,15:12:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2336,11224,12:05:00,APCL,1,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2337,6984,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2338,11211,14:52:00,APCL,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uncaught
2345,11301,13:31:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2346,6981,NA,APFR,10,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2350,10598,12:34:00,APFR,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,another APFR 6cm
2351,11201,16:03:00,APPE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2360,10721,10:43:00,APCL,9,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2361,10777,15:29:00,APCL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0115X, anem id guessed based on location and number hint"
2362,10787,14:49:00,APPE,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anem id written as 373 but is actually 873 based on location
2363,6754,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2370,7097,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2371,4902,NA,APPE,4,NA,NA,NA,NA,NA,NA,JAH,NA,NA,NA,NA,NA
2373,6766,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2374,10687,12:34:00,APPE,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old anem id guessed based on location
2376,7773,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2377,3272,NA,APPE,6,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2378,7099,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2381,10823,14:28:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2382,11341,11:44:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,also APPE 3
2384,7605,NA,APCL,8,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2385,11487,11:34:00,APCL,10,YP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MRS
2388,6827,NA,APCL,1.5,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2389,11445,11:31:00,APCL,3,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2390,11483,14:52:00,APPE,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2391,11188,13:39:00,APCL,3,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2393,11229,11:17:00,APCL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AGD
2395,10916,11:02:00,APCL,3,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2396,6842,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2400,10920,10:47:00,APPE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2401,11009,9:53:00,APCL,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2404,10842,14:49:00,APCL,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AGD
2405,6848,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2406,6853,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2407,10657,10:30:00,APPE,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2408,6854,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2411,10944,15:22:00,APCL,2,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2413,10946,15:13:00,APCL,3,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2416,10829,10:46:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2420,11066,10:45:00,APCL,5,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2421,6865,NA,APCL,2,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2422,10953,14:32:00,APCL,3,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2423,10956,14:13:00,APCL,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2424,6867,NA,APPE,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,NA
2425,11338,10:41:00,APCL,3,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2426,10965,13:28:00,APCL,5,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2427,10972,11:40:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2428,11192,10:19:00,APCL,9,YP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2431,11376,10:16:00,APPE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432,11180,11:10:00,APPE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433,10979,10:04:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,headed wsw
2434,11288,10:18:00,APPE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2436,12,NA,APFR,12,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,NA
2437,11345,14:48:00,APPE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438,10981,16:01:00,APCL,7,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440,10986,14:40:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2442,10986,14:40:00,APCL,3,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2444,10981,16:01:00,APCL,3,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2445,11401,14:22:00,APCL,5,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2446,6885,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,Two small fish sizes highly estimated.
2447,10903,13:57:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2448,10995,11:32:00,APCL,2,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2449,10943,14:24:00,APCL,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2450,6889,NA,APPE,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,Anemone was marked HECR or MADO based on field notes today. Decided on MADO since that's what we called #964 last year.
